,text_x,text_predicate,text_y,hypothesis_x,hypothesis_predicate,hypothesis_y,entailment
7590,person,composed,an opera,mozart,never wrote,an opera,False
7591,person,composed,an opera,opera,should be given by,grand singers,False
7592,person,composed,an opera,the consul,was driving to,the opera,False
7593,person,composed,an opera,the shah,sent for,an opera,False
7594,person,composed,an opera,the walter,came to be at,the opera,False
7595,person,composed,an opera,the young walter,came to be at,the opera,False
7596,person,constructed,stonehenge,enlightened geniuses,would pull down,stonehenge,False
7597,person,constructed,stonehenge,stonehenge,was built by,the danes,True
7598,person,constructed,stonehenge,such geniuses,would pull down,stonehenge,False
7599,person,constructed,stonehenge,stonehenge,was built by,the druids,True
7600,person,constructed,stonehenge,the druids,had built,stonehenge,True
7601,person,constructed,stonehenge,stonehenge,was built by,the romans,True
7602,person,constructed,stonehenge,morris,started to walk to,stonehenge,False
7603,person,constructed,stonehenge,the archaeologists,explain,stonehenge,False
7604,person,constructed,stonehenge,stonehenge,was the work of,the druids,True
7605,person,contributed to,science,science,is a collection of,truths,False
7606,person,contributed to,science,science,is a search for,truth,False
7607,person,contributed to,science,the literary artist,will be aware of,science,False
7608,person,contributed to,science,the true philosopher,travels through,those sciences,False
7609,person,contributed to,science,this science,was the inheritance of,the pontiffs,False
7610,person,contributed to,science,science,is always,the surgeon,False
7611,person,contributed to,science,mark hopkins,lectures on,science,True
7612,person,contributed to,science,science,must be treated as,a enemy,False
7613,person,contributed to,science,jenner,was not a man of,science,False
7614,person,contributed to,science,scott,did not pursue,the science,False
7615,person,contributed to,science,science,came from,the chaldeans,True
7616,person,contributed to,science,the rhetorical writers,came to consider,the science,False
7617,person,contributed to,science,the maxim,does not apply to,science,False
7618,person,contributed to,science,the science,has been divided by,modern writers,False
7619,person,contributed to,science,adopters,have a attitude toward,science,False
7620,person,contributed to,science,applicants,must pass in,science,False
7621,person,contributed to,science,public applicants,must pass in,science,False
7622,person,contributed to,science,tacitus,was born before,the science,False
7623,person,contributed to,science,leibniz,foresaw,the science,False
7624,person,contributed to,science,galileo,dialogues concerning,sciences,True
7625,person,contributed to,science,pasteur,was elected a member of,the sciences,True
7626,person,contributed to,science,the sciences,was founded by,louis xiv,True
7627,person,contributed to,science,no emancipator,has been known in,science,False
7628,person,contributed to,science,the goethe,revolted against,the science,False
7629,person,contributed to,science,becquerel,presented to the academy of,sciences,True
7630,person,contributed to,science,berkeley,does not deny,science,False
7631,person,contributed to,science,boyle,did service to,science,True
7632,person,contributed to,science,the parliamentary advocates,had exhausted the resources of,science,False
7633,person,contributed to,science,galileo,led on the part of,science,True
7634,person,contributed to,science,science,is suitable for,children,False
7635,person,contributed to,science,the theologian,must part with,such science,False
7636,person,contributed to,science,a doctor,mock at,science,False
7637,person,contributed to,science,science,was cultivated by,the greek philosophers,True
7638,person,contributed to,science,the workman,may be ignorant of,science,False
7639,person,contributed to,science,the young men,began to learn,a science,False
7640,person,contributed to,science,swift,turns against,science,False
7641,person,contributed to,science,the sciences,were cultivated by,greek christians,True
7642,person,contributed to,science,the science,should be the study of,every citizen,False
7643,person,contributed to,science,tyndall,has done work in,science,True
7644,person,contributed to,science,mitchell,founded the institute of,sciences,True
7645,person,contributed to,science,pasteur,presented to the academy of,sciences,True
7646,person,contributed to,science,science,is thought,a bad companion,False
7647,person,contributed to,science,science,came to the aid of,the farmer,False
7648,person,contributed to,science,all members,can develop,sciences,True
7649,person,contributed to,science,the religious expounders,are nearer than,science,False
7650,person,contributed to,science,the sciences,were taught at,cordova,False
7651,person,contributed to,science,the teachers,knew little about,the science,False
7652,person,contributed to,science,this science,being placed as,a common parent,False
7653,person,contributed to,science,archimedes,gave and created,the science,True
7654,person,contributed to,science,creoles,opposing to,science,False
7655,person,contributed to,science,hubbard,was a patron of,science,True
7656,person,contributed to,science,jones,witnesses,science,False
7657,person,contributed to,science,kuhn,is a historian of,science,True
7658,person,contributed to,science,science,did not much affect,the workman,False
7659,person,contributed to,science,spencer,is not against,science,False
7660,person,contributed to,science,swift,is the enemy of,science,False
7661,person,contributed to,science,the sciences,have a theory of,the entrepreneur,False
7662,person,contributed to,science,wild creoles,opposing to,science,False
7663,person,contributed to,science,aristotle,spoke the language of,science,False
7664,person,contributed to,science,children,should be taught,science,False
7665,person,contributed to,science,leibnitz,abolished,science,False
7666,person,contributed to,science,oppositions,are resolved by,science,False
7667,person,contributed to,science,reagan,awarded the medal of,science,True
7668,person,contributed to,science,science,confirms,the apostle,False
7669,person,contributed to,science,the romantics,revolted from,science,False
7670,person,contributed to,science,the science,has long been used by,physicians,False
7671,person,contributed to,science,all primary discoverers,are artists in,the sciences,True
7672,person,contributed to,science,augustine,did not treat,science,False
7673,person,contributed to,science,pythagoras,was not the inventor of,a science,False
7674,person,contributed to,science,science,can never be,an enemy,False
7675,person,contributed to,science,science,abstracts from,every observer,False
7676,person,contributed to,science,science,can aggravate,no umpire,False
7677,person,contributed to,science,science,degenerated to,shadows,False
7678,person,contributed to,science,science,was enlisted in the service of,the farmer,False
7679,person,contributed to,science,science,is preparing for,the housewife,False
7680,person,contributed to,science,that science,was pursued by,fremont,True
7681,person,contributed to,science,the logician,has to study,sciences,False
7682,person,controlled,china,marco polo,returned from,china,False
7683,person,controlled,china,nixon,would visit,china,False
7684,person,controlled,china,truman,had lost,china,False
7685,person,controlled,china,nixon,could go to,china,False
7686,person,controlled,china,president nixon,would visit,china,False
7687,person,controlled,china,couriers,are noticed in,china,False
7688,person,controlled,china,china,linked to,pakistani plant,False
7689,person,controlled,china,persian monks,had resided in,china,False
7690,person,controlled,china,british subjects,carried on an trade with,china,False
7691,person,controlled,china,china,will negotiate with,capitalists,False
7692,person,controlled,china,subjects,carried on an trade with,china,False
7693,person,controlled,china,the peasants,will win,china,False
7694,person,controlled,china,the chinese communists,gained control of,china,True
7695,person,controlled,china,china,will negotiate with,japanese capitalists,False
7696,person,controlled,china,china,was to employ,advisers,False
7697,person,controlled,china,china,suffered at the hands of,invaders,False
7698,person,controlled,china,japanese monks,journeyed to,china,False
7699,person,controlled,china,john dewey,letters from,china,False
7700,person,controlled,china,the merchants,spoke of,china,False
7701,person,controlled,china,studies,have been conducted in,china,False
7702,person,controlled,china,technicians,were withdrawn from,china,False
7703,person,controlled,china,the democrats,had lost,china,False
7704,person,controlled,china,the imperialists,encircle,china,False
7705,person,controlled,china,china,shall engage,educational experts,False
7706,person,controlled,china,china,shall engage,experts,False
7707,person,controlled,china,china,does not have,landowners,False
7708,person,controlled,china,john dewey,lectures in,china,False
7709,person,controlled,china,kublai khan,had founded in,china,False
7710,person,controlled,china,xavier,attempted to reach,china,False
7711,person,controlled,china,china,shall engage,japanese experts,False
7712,person,controlled,china,china,was to be represented in,london,False
7713,person,controlled,china,soviet technicians,were withdrawn from,china,False
7714,person,controlled,china,the hindoos,are separated from,china,False
7715,person,controlled,china,the women,resembled those of,china,False
7716,person,controlled,china,all china,is littered with,faggots,False
7717,person,controlled,china,china,is a nation of,farmers,False
7718,person,controlled,china,china,does not have,such landowners,False
7719,person,controlled,china,immigrants,have come from,china,False
7720,person,controlled,china,kublai khan,became emperor of,china,True
7721,person,controlled,china,stilwell,was recalled from,china,False
7722,person,controlled,china,coolies,were imported from,china,False
7723,person,controlled,china,napoleon iii,waged on,china,False
7724,person,controlled,china,nixon,opened with,china,False
7725,person,controlled,china,china,sponsored with,the asian center,False
7726,person,controlled,china,envoys,had been imprisoned in,china,False
7727,person,controlled,china,experts,to travel to,china,False
7728,person,controlled,china,george bush,paid a visit to,china,False
7729,person,controlled,china,kissinger,made a trip to,china,False
7730,person,controlled,china,nixon,would go to,china,False
7731,person,controlled,china,president bush,paid a visit to,china,False
7732,person,controlled,china,the nationalists,became the force in,china,False
7733,person,controlled,china,a gentleman,had arrived from,china,False
7734,person,controlled,china,experts,were invited to,china,False
7735,person,controlled,china,the chinese communists,controlled all of,china,True
7736,person,controlled,china,the inhabitants,originated from,china,False
7737,person,controlled,china,the sovereign,is the emperor of,china,True
7738,person,controlled,china,china,denounced as,a fraud,False
7739,person,controlled,china,hearst,declares war on,china,False
7740,person,controlled,china,marco polo,had sailed from,china,False
7741,person,controlled,china,scholars,to travel to,china,False
7742,person,controlled,china,scipio,took away,the china,False
7743,person,controlled,china,the present sovereign,is the emperor of,china,True
7744,person,controlled,china,the technicians,were withdrawn from,china,False
7745,person,controlled,china,trevelyan,worlds apart,china,False
7746,person,controlled,china,american scholars,to travel to,china,False
7747,person,controlled,china,buck,grew up in,china,False
7748,person,controlled,china,buddhist monks,journeyed to,china,False
7749,person,controlled,china,china,considers,a stripling,False
7750,person,controlled,china,china,considers,a young stripling,False
7751,person,controlled,china,loyalists,escaped to,china,False
7752,person,controlled,china,many loyalists,escaped to,china,False
7753,person,controlled,china,members,penetrated into,china,False
7754,person,controlled,china,merchants,to come to,china,False
7755,person,controlled,china,stalin,sent him to,china,False
7756,person,controlled,china,the victors,marched into,china,False
7757,person,controlled,china,walpole,sent a present of,some china,False
7758,person,controlled,china,china,exchanged,ambassadors,False
7759,person,controlled,china,china,has never had,any capitalists,False
7760,person,controlled,china,china,could spare,immigrants,False
7761,person,controlled,china,china,was divided by,warlords,False
7762,person,controlled,china,foreign merchants,to come to,china,False
7763,person,controlled,china,the french revolutionists,can get to,china,False
7764,person,controlled,china,the headman,became emperor of,china,True
7765,person,controlled,china,trotsky,advocated in,china,False
7766,person,controlled,china,a stranger,thinks of,china,False
7767,person,controlled,china,brownings,are to be found in,china,False
7768,person,controlled,china,china,does not need,american missionaries,False
7769,person,controlled,china,china,is alive with,children,False
7770,person,controlled,china,eastman,is at stake in,china,False
7771,person,controlled,china,franciscan missionaries,had reached,china,False
7772,person,controlled,china,infanticide,is common in,china,False
7773,person,controlled,china,investors,poured into,china,False
7774,person,controlled,china,investors,to invest in,china,False
7775,person,controlled,china,the ancestors,migrated from,china,False
7776,person,controlled,china,warriors,swept into,china,False
7777,person,controlled,china,all china,was in the hands of,conquerors,True
7778,person,controlled,china,andrews,returned from,china,False
7779,person,controlled,china,china,may negotiate with,capitalists,False
7780,person,controlled,china,china,governed by,female sovereigns,True
7781,person,controlled,china,china,paid and sent to,france,False
7782,person,controlled,china,china,which has,inhabitants,False
7783,person,controlled,china,china,may negotiate with,japanese capitalists,False
7784,person,controlled,china,china,governed by,sovereigns,True
7785,person,controlled,china,china,imposed upon,visitors,False
7786,person,controlled,china,china,imposed upon,western visitors,False
7787,person,controlled,china,jenghiz khan,did not forget,china,False
7788,person,controlled,china,merchants,passed into,china,False
7789,person,controlled,china,mongol warriors,swept into,china,False
7790,person,controlled,china,nehru,paid a visit to,china,False
7791,person,controlled,china,nixon,sent on a mission to,china,False
7792,person,controlled,china,parker,was appointed to,china,False
7793,person,controlled,china,the jesuit missionaries,did the thing in,china,False
7794,person,controlled,china,the marauders,sailed and landed in,china,False
7795,person,controlled,china,the merchants,had a position in,china,False
7796,person,controlled,china,the writer,first went to,china,False
7797,person,controlled,china,these little girls,are the class in,china,False
7798,person,controlled,china,wilson,betrayed,china,False
7799,person,controlled,china,china,should employ,advisers,False
7800,person,controlled,china,china,is relying on,customers,False
7801,person,controlled,china,china,is relying on,foreign customers,False
7802,person,controlled,china,china,should employ,japanese advisers,False
7803,person,controlled,china,china,could send,soldiers,False
7804,person,controlled,china,china,crushed,the turks,False
7805,person,controlled,china,china,crushed,the western turks,False
7806,person,controlled,china,chinese converts,are subjects of,china,False
7807,person,controlled,china,converts,are subjects of,china,False
7808,person,controlled,china,deng xiaoping,became the leader of,china,True
7809,person,controlled,china,elizabeth,sent to the emperor of,china,False
7810,person,controlled,china,former invaders,had adopted from,china,False
7811,person,controlled,china,henry luce,had been born in,china,False
7812,person,controlled,china,intellectuals,argued in,china,False
7813,person,controlled,china,invaders,had adopted from,china,False
7814,person,controlled,china,literate occidentals,knew more about,china,False
7815,person,controlled,china,marco polo,mentions in,china,False
7816,person,controlled,china,nixon,had gone to,china,False
7817,person,controlled,china,president taft,appointed ambassador to,china,False
7818,person,controlled,china,statesmen,had desired,a china,False
7819,person,controlled,china,the japanese japanese,launched a invasion of,china,False
7820,person,controlled,china,the japanese monk,crossed to,china,False
7821,person,controlled,china,the knight,had a friend in,china,False
7822,person,controlled,china,the party,is the party in,china,False
7823,person,controlled,china,the white man,is designated in,china,False
7824,person,controlled,china,the wife,had sailed from,china,False
7825,person,controlled,china,truman,asked to go to,china,False
7826,person,controlled,china,truman,sent him to,china,False
7827,person,controlled,china,a rival,would dominate,china,True
7828,person,controlled,china,buddhist missionaries,proceeded to,china,False
7829,person,controlled,china,china,sustained,casualties,False
7830,person,controlled,china,china,to recognize,dalai lama,False
7831,person,controlled,china,confucius,was teaching in,china,False
7832,person,controlled,china,defenders,pursued towards,china,False
7833,person,controlled,china,foreign investors,to invest in,china,False
7834,person,controlled,china,indian journalists,have been visiting,china,False
7835,person,controlled,china,journalists,have been visiting,china,False
7836,person,controlled,china,many sports,were common in,china,False
7837,person,controlled,china,many students,have looked at,china,False
7838,person,controlled,china,secretary,would visit,china,False
7839,person,controlled,china,stalin,preferred,a china,False
7840,person,controlled,china,stalin,agreed in,china,False
7841,person,controlled,china,stilwell,had served in,china,False
7842,person,controlled,china,that petitioner,is a native of,china,False
7843,person,controlled,china,the author,was a missionary in,china,False
7844,person,controlled,china,the dalai lama,fled and to,china,False
7845,person,controlled,china,the following pages,will discuss in,china,False
7846,person,controlled,china,the muslims,first came to,china,False
7847,person,controlled,china,the women,were like those of,china,False
7848,person,controlled,china,these chinese christians,are the people in,china,False
7849,person,controlled,china,western students,have looked at,china,False
7850,person,controlled,china,white men,have gone to,china,False
7851,person,controlled,japan,perry,landed in,japan,False
7852,person,controlled,japan,japan,encounters,the barbarian,False
7853,person,controlled,japan,president roosevelt,asked to declare on,japan,False
7854,person,controlled,japan,kitchener,was away in,japan,False
7855,person,controlled,japan,xavier,landed in,japan,False
7856,person,controlled,japan,botticelli,may have had in,japan,False
7857,person,controlled,japan,experts,were invited to,japan,False
7858,person,controlled,japan,macarthur,landed in,japan,False
7859,person,controlled,japan,macarthur,accepted the surrender of,japan,False
7860,person,controlled,japan,the author,leaves to,japan,False
7861,person,controlled,japan,studies,have been carried out in,japan,False
7862,person,controlled,japan,japan,has dispatched,experts,False
7863,person,controlled,japan,perry,opened up,japan,False
7864,person,controlled,japan,jerry,hailed from,japan,False
7865,person,controlled,japan,the christian missionaries,contributed to the making of,japan,False
7866,person,controlled,japan,blair,asserted in,japan,False
7867,person,controlled,japan,mikado,resumes in,japan,False
7868,person,controlled,japan,franklin roosevelt,asked to declare on,japan,False
7869,person,controlled,japan,japan,prevented,the representatives,False
7870,person,controlled,japan,roman missionaries,to work in,japan,False
7871,person,controlled,japan,truman,issued to,japan,False
7872,person,controlled,japan,commodore perry,opened up,japan,False
7873,person,controlled,japan,perry,brought home in,japan,False
7874,person,controlled,japan,proctor,has experience in,japan,False
7875,person,controlled,japan,studies,have been made in,japan,False
7876,person,controlled,japan,observers,have noticed in,japan,False
7877,person,controlled,japan,stalin,denounced,japan,False
7878,person,controlled,japan,general macarthur,accepted the surrender of,japan,False
7879,person,controlled,japan,hirohito,becomes emperor of,japan,True
7880,person,controlled,japan,perry,sailed to,japan,False
7881,person,controlled,japan,lawyers,to practice in,japan,False
7882,person,controlled,japan,the will adams,had arrived at,japan,False
7883,person,controlled,japan,japan,continued to have,mikado,False
7884,person,controlled,japan,the first member,was isolated in,japan,False
7885,person,controlled,japan,the member,was isolated in,japan,False
7886,person,controlled,japan,a study,collected in,japan,False
7887,person,controlled,japan,commodore perry,sailed to,japan,False
7888,person,controlled,japan,foreign lawyers,to practice in,japan,False
7889,person,controlled,japan,japan,does not have,enough soldiers,False
7890,person,controlled,japan,japan,does not have,soldiers,False
7891,person,controlled,japan,hirohito,became emperor of,japan,True
7892,person,controlled,japan,other partners,include,japan,False
7893,person,controlled,japan,proctor,has taught in,japan,False
7894,person,controlled,japan,japan,is labeled,militarist,False
7895,person,controlled,japan,japan,soon had,soldiers,False
7896,person,controlled,japan,the grandparents,had been born in,japan,False
7897,person,controlled,japan,studies,based in,japan,False
7898,person,controlled,japan,the author,has lived in,japan,False
7899,person,controlled,japan,the communists,had declared war on,japan,False
7900,person,controlled,japan,the naval chief,compared,japan,False
7901,person,controlled,japan,general tojo,becomes minister of,japan,True
7902,person,controlled,japan,japan,recruited,collaborators,False
7903,person,controlled,japan,tojo,becomes minister of,japan,True
7904,person,controlled,japan,all spaniards,were driven from,japan,False
7905,person,controlled,japan,japan,joined as,a member,False
7906,person,controlled,japan,japan,is a nation of,farmers,False
7907,person,controlled,japan,japan,is in the period of,hirohito,False
7908,person,controlled,japan,japan,was occupied under,macarthur,True
7909,person,controlled,japan,japan,was the paradise of,thieves,False
7910,person,controlled,japan,employee,based in,japan,False
7911,person,controlled,japan,foreign experts,were invited to,japan,False
7912,person,controlled,japan,japan,was ruled by,the emperor,True
7913,person,controlled,japan,japan,has many of,these visitors,False
7914,person,controlled,japan,perry,negotiated a treaty with,japan,False
7915,person,controlled,japan,scholars,were invited to,japan,False
7916,person,controlled,japan,soldiers,were stationed in,japan,False
7917,person,controlled,japan,stalin,concluded a pact with,japan,False
7918,person,controlled,japan,youths,are studying in,japan,False
7919,person,controlled,japan,chinese students,flocked to,japan,False
7920,person,controlled,japan,japan,has been for years,a occupant,False
7921,person,controlled,japan,japan,has never accepted,freud,False
7922,person,controlled,japan,japan,was forced by,perry,False
7923,person,controlled,japan,pirates,ravaged the coasts of,japan,False
7924,person,controlled,japan,studies,have been undertaken in,japan,False
7925,person,controlled,japan,general macarthur,had ruled,japan,True
7926,person,controlled,japan,japan,encounters,the barbarians,False
7927,person,controlled,japan,japan,was acting as,the friend,False
7928,person,controlled,japan,japan,was ruled by,the mikado,True
7929,person,controlled,japan,some muslim traders,pushed and reached,japan,False
7930,person,controlled,japan,stalin,spoke with,japan,False
7931,person,controlled,japan,the conservatives,looked to,japan,False
7932,person,controlled,japan,the spaniards,should be expelled from,japan,False
7933,person,controlled,japan,truman,ordered in,japan,False
7934,person,controlled,japan,a graduate,was appointed to proceed to,japan,False
7935,person,controlled,japan,a traveller,had visited,japan,False
7936,person,controlled,japan,attorneys,to practice in,japan,False
7937,person,controlled,japan,chinese students,are acquiring in,japan,False
7938,person,controlled,japan,courts,were established in,japan,False
7939,person,controlled,japan,experts,should be sent to,japan,False
7940,person,controlled,japan,gorbachev,would visit,japan,False
7941,person,controlled,japan,great buddha,had honored,japan,False
7942,person,controlled,japan,japan,provided,a source,False
7943,person,controlled,japan,japan,attempted with,elective representatives,False
7944,person,controlled,japan,japan,may be divided into,inhabited land,False
7945,person,controlled,japan,japan,acknowledges,no teacher,False
7946,person,controlled,japan,japan,confined,the emperor,False
7947,person,controlled,japan,scholars,are coming to,japan,False
7948,person,controlled,japan,soldiers,moved into,japan,False
7949,person,controlled,japan,stalin,signed a pact with,japan,False
7950,person,controlled,japan,tenno,was the emperor of,japan,True
7951,person,controlled,japan,the general grant,has arrived from,japan,False
7952,person,controlled,japan,travelers,have carried it to,japan,False
7953,person,controlled,japan,xavier,sailed for,japan,False
7954,person,controlled,japan,a member,was stationed in,japan,False
7955,person,controlled,japan,japan,saw as,a source,False
7956,person,controlled,japan,japan,is a nation of,athletes,False
7957,person,controlled,japan,japan,is a nation of,imitators,False
7958,person,controlled,japan,japan,also sent,soldiers,False
7959,person,controlled,japan,japan,backs,the local princes,False
7960,person,controlled,japan,parties,are kept up in,japan,False
7961,person,controlled,japan,richardson,murdered in,japan,False
7962,person,controlled,japan,smith,again visited,japan,False
7963,person,controlled,japan,the frenchman,was on the road to,japan,False
7964,person,controlled,japan,the islanders,should pay to,japan,False
7965,person,controlled,japan,truman,called upon,japan,False
7966,person,controlled,japan,western scholars,are coming to,japan,False
7967,person,controlled,japan,a grandson,became the ruler of,japan,True
7968,person,controlled,japan,a monk,made popular in,japan,False
7969,person,controlled,japan,a seafaring visitor,will talk about,japan,False
7970,person,controlled,japan,a visitor,will talk about,japan,False
7971,person,controlled,japan,all korean students,were recalled from,japan,False
7972,person,controlled,japan,an intelligent woman,has been a influence in,japan,False
7973,person,controlled,japan,eminent writers,have regarded in,japan,False
7974,person,controlled,japan,japan,has taken up,a great host,False
7975,person,controlled,japan,japan,was looking for,an ally,False
7976,person,controlled,japan,japan,is a paradise for,babies,False
7977,person,controlled,japan,japan,held a meeting for,donors,False
7978,person,controlled,japan,japan,was turning out,engineers,False
7979,person,controlled,japan,japan,had captured,german prisoners,False
7980,person,controlled,japan,japan,was turning out,more engineers,False
7981,person,controlled,japan,japan,had captured,prisoners,False
7982,person,controlled,japan,japan,recognized under,the last ruler,False
7983,person,controlled,japan,military leaders,united against,japan,False
7984,person,controlled,japan,monks,again entered,japan,False
7985,person,controlled,japan,spanish subjects,were forbidden to visit,japan,False
7986,person,controlled,japan,subjects,were forbidden to visit,japan,False
7987,person,controlled,japan,the educated woman,does exist in,japan,False
7988,person,controlled,japan,the german governor,handed over to,japan,False
7989,person,controlled,japan,the governor,handed over to,japan,False
7990,person,controlled,japan,the handsome prince,set out from,japan,False
7991,person,controlled,japan,the parasite,has been found in,japan,False
7992,person,controlled,japan,the progressives,looked to,japan,False
7993,person,controlled,japan,united soldiers,moved into,japan,False
7994,person,controlled,japan,watson,gives a picture of,japan,False
7995,person,controlled,japan,webster,then sent to,japan,False
7996,person,controlled,japan,xavier,had come to,japan,False
7997,person,controlled,japan,xavier,to carry into,japan,False
7998,person,controlled,japan,young men,were studying in,japan,False
7999,person,controlled,japan,all japan,was divided under,governors,False
8000,person,controlled,japan,assassins,followed him to,japan,False
8001,person,controlled,japan,chinese students,were studying in,japan,False
8002,person,controlled,japan,foreign courts,were established in,japan,False
8003,person,controlled,japan,historians,divide the history of,japan,False
8004,person,controlled,japan,james,went off to,japan,False
8005,person,controlled,japan,japan,had offered to,a lucky jews,False
8006,person,controlled,japan,japan,was well supplied with,emperors,False
8007,person,controlled,japan,japan,is rich in,fanatics,False
8008,person,controlled,japan,japan,to behave like,father christmas,False
8009,person,controlled,japan,japan,has dealt with,malcontents,False
8010,person,controlled,japan,japan,also agreed with,members,False
8011,person,cracked,the enigma,the whole man,seems to be,an enigma,False
8012,person,cracked,the enigma,the professor,is more of,an enigma,False
8013,person,cracked,the enigma,this character,presents us with,enigmas,False
8014,person,cracked,the enigma,joel,is a little of,an enigma,False
8015,person,cracked,the enigma,polish mathematicians,deciphered,the enigma,True
8016,person,cracked,the enigma,the author,intended,no enigma,False
8017,person,cracked,the enigma,john,asked the meaning of,this enigma,False
8018,person,cracked,the enigma,that enigma,is great in,the peasants,False
8019,person,created,the hobbit,a hobbit,would understand,a dwarf,False
8020,person,created,the hobbit,the hobbits,gazed at,strider,False
8021,person,created,the hobbit,tom,bowed to,the hobbits,False
8022,person,created,the hobbit,strider,sat looking at,the hobbits,False
8023,person,created,the hobbit,the hobbits,found,men,False
8024,person,created,the hobbit,the ranger,had joined,the hobbits,False
8025,person,created,guernica,guernica,was destroyed by,incendiaries,False
8026,person,created,guernica,the republicans,had set fire to,guernica,False
8027,person,designed,the american flag,johnson,burned,an american flag,False
8028,person,designed,the american flag,johnson,unfurled,the american flag,False
8029,person,designed,the american flag,british seamen,took under,the american flag,False
8030,person,designed,the american flag,seamen,took under,the american flag,False
8031,person,designed,the american flag,many seamen,took under,the american flag,False
8032,person,designed,the american flag,the american flag,was made by,ross,True
8033,person,designed,the american flag,betsy ross,sewed,the american flag,False
8034,person,designed,the american flag,the american flag,was raised by,montgomery,False
8035,person,designed,the american flag,the charles,hoisted,the american flag,False
8036,person,designed,the american flag,slavers,hoisted,the american flag,False
8037,person,designed,the american flag,children,waved,american flags,False
8038,person,designed,the american flag,the captain,sent for,an american flag,False
8039,person,designed,the american flag,the galley slave,sees in,the american flag,False
8040,person,designed,the american flag,american slavers,arrive under,american flags,False
8041,person,designed,the american flag,american slavers,arrive under,american flags,False
8042,person,designed,the american flag,lewis,presented,an american flag,False
8043,person,designed,the american flag,montgomery,hoisted,the american flag,False
8044,person,designed,the american flag,slavers,arrive under,american flags,False
8045,person,designed,the american flag,the secretary,takes up,the american flag,False
8046,person,designed,the american flag,stevens,ran up,the american flag,False
8047,person,designed,the american flag,the filibusters,could see,the american flag,False
8048,person,designed,the american flag,lee johnson,burned,an american flag,False
8049,person,designed,the american flag,the american flag,is in danger from,the imperialists,False
8050,person,designed,the american flag,the american flag,was displayed in,the hall,False
8051,person,designed,the american flag,peary,planted,the american flag,False
8052,person,designed,the american flag,the american flag,should protect,american mariners,False
8053,person,designed,the american flag,the american flag,should protect,american mariners,False
8054,person,designed,the american flag,the american flag,should protect,mariners,False
8055,person,designed,the american flag,the american flag,should be,the disinterested protector,False
8056,person,designed,the american flag,the constitutionalists,cheered,the american flag,False
8057,person,designed,the american flag,demonstrators,burned,an american flag,False
8058,person,designed,the american flag,the american flag,had appeared as,a liberator,False
8059,person,designed,the american flag,the boy,thrust,a american flag,False
8060,person,designed,the american flag,the last boy,thrust,a american flag,False
8061,person,designed,the american flag,the senecas,fought under,the american flag,False
8062,person,designed,the american flag,armstrong,planted,the american flag,False
8063,person,designed,the american flag,byrd,dropped,an american flag,False
8064,person,designed,the american flag,johnson,doused,an american flag,False
8065,person,designed,the american flag,the american flag,was carried by,shaw,False
8066,person,designed,the american flag,the principal chief,ran up,an american flag,False
8067,person,designed,the american flag,victor,riveted on,the american flag,False
8068,person,designed,the tricolor,the ladies,tore,the tricolor,False
8069,person,died at,trafalgar,nelson,fought the battle of,trafalgar,False
8070,person,died at,trafalgar,nelson,commanded at,trafalgar,False
8071,person,died at,trafalgar,nelson,was killed at the battle of,trafalgar,True
8072,person,died at,trafalgar,admiral nelson,had beaten at,trafalgar,False
8073,person,died at,trafalgar,bonaparte,caused at,trafalgar,False
8074,person,died at,trafalgar,hardy,saw at,trafalgar,False
8075,person,died at,trafalgar,what hardy,saw at,trafalgar,False
8076,person,died at,trafalgar,napoleon,heard of,trafalgar,False
8077,person,died at,trafalgar,this officer,saved after,trafalgar,False
8078,person,died at,the alamo,the alamo,could hold out against,the invaders,False
8079,person,died at,the alamo,santa anna,stormed,the alamo,False
8080,person,died at,the alamo,santa anna,assaulted,the alamo,False
8081,person,died at,the alamo,santa anna,captures,the alamo,False
8082,person,died at,the alamo,alamos,is a place of,inhabitants,False
8083,person,died at,the alamo,oppenheimer,directed at,alamos,False
8084,person,died at,the alamo,bowie,starts for,alamo,False
8085,person,died at,the alamo,mexicans,fought at,the alamo,False
8086,person,died at,the alamo,santa anna,captured,the alamo,False
8087,person,died at,the alamo,crockett,fought at,the alamo,False
8088,person,died at,the alamo,johnson,saved,the alamo,False
8089,person,died at,the alamo,the mexicans,retreated within,the alamo,False
8090,person,died at,the alamo,the mexicans,stormed,the alamo,False
8091,person,died at,the alamo,feynman,was summoned to,alamos,False
8092,person,died at,the alamo,crockett,was killed at,the alamo,True
8093,person,died at,the alamo,davy crockett,was killed at,the alamo,True
8094,person,died at,the alamo,santa anna,advanced against,the alamo,False
8095,person,died at,the alamo,texans,remember,the alamo,False
8096,person,died at,the alamo,the alamo,were left to the mercy of,the napoleon,False
8097,person,died at,the alamo,the enemy,encircled,the alamo,False
8098,person,discovered,america,conservatives,won the heart of,america,False
8099,person,discovered,america,arnold,discourses in,america,False
8100,person,discovered,america,gertrude stein,lectures in,america,False
8101,person,discovered,america,anderson,puzzled,america,False
8102,person,discovered,america,america,would fall like,a strong man,False
8103,person,discovered,america,matthew arnold,discourses in,america,False
8104,person,discovered,america,brooke,letters from,america,False
8105,person,discovered,america,mitchell,witnesses to,a america,False
8106,person,discovered,america,sherwood anderson,puzzled,america,False
8107,person,discovered,america,america,is the paradise of,the economists,False
