,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
18105,product be grow in country,product be discover in country,True,product,be grow in,country,product,be discover in,country
18106,product be native to country,product grow in country,True,product,be native to,country,product,grow in,country
18107,product be discover in country,product grow in country,True,product,be discover in,country,product,grow in,country
18108,product be native to country,product be grow in country,True,product,be native to,country,product,be grow in,country
18109,country produce product,country export product,True,country,produce,product,country,export,product
18110,product come from country,product be discover in country,True,product,come from,country,product,be discover in,country
18111,product come from country,product be native to country,True,product,come from,country,product,be native to,country
18112,product grow in country,product be grow in country,True,product,grow in,country,product,be grow in,country
18113,product be discover in country,product originate in country,True,product,be discover in,country,product,originate in,country
18114,product be ban in country,country ban product,True,product,be ban in,country,country,ban,product
18115,product be use in country,product be import from country,True,product,be use in,country,product,be import from,country
18116,product be use in country,product be grow in country,True,product,be use in,country,product,be grow in,country
18117,product be sell in country,product be popular in country,True,product,be sell in,country,product,be popular in,country
18118,product be import from country,product be discover in country,True,product,be import from,country,product,be discover in,country
18119,product  make in country,product be make in country,True,product, make in,country,product,be make in,country
18120,product produce in country,product be use in country,True,product,produce in,country,product,be use in,country
18121,product be popular in country,product sell in country,True,product,be popular in,country,product,sell in,country
18122,country produce product,country be know for product,True,country,produce,product,country,be know for,product
18123,product be produce in country,product be use in country,True,product,be produce in,country,product,be use in,country
18124,product be grow in country,product originate in country,True,product,be grow in,country,product,originate in,country
18125,product be produce in country,product be discover in country,True,product,be produce in,country,product,be discover in,country
18126,product be discover in country,product come from country,True,product,be discover in,country,product,come from,country
18127,product be produce in country,product originate in country,True,product,be produce in,country,product,originate in,country
18128,product be import from country,product be use in country,True,product,be import from,country,product,be use in,country
18129,product be native to country,product come from country,True,product,be native to,country,product,come from,country
18130,country export product,country produce product,True,country,export,product,country,produce,product
18131,product grow in country,product be native to country,True,product,grow in,country,product,be native to,country
18132,product make in country,product  make in country,True,product,make in,country,product, make in,country
18133,product be grow in country,product be use in country,True,product,be grow in,country,product,be use in,country
18134,product be sell in country,product sell in country,True,product,be sell in,country,product,sell in,country
18135,product be produce in country,product grow in country,True,product,be produce in,country,product,grow in,country
18136,country be the birthplace of product,country be birthplace of product,True,country,be the birthplace of,product,country,be birthplace of,product
18137,product grow in country,product be use in country,True,product,grow in,country,product,be use in,country
18138,product be make in country,product make in country,True,product,be make in,country,product,make in,country
18139,product be discover in country,product be native to country,True,product,be discover in,country,product,be native to,country
18140,product be discover in country,product be grow in country,True,product,be discover in,country,product,be grow in,country
18141,product be discover in country,product be import from country,True,product,be discover in,country,product,be import from,country
18142,product grow in country,product be discover in country,True,product,grow in,country,product,be discover in,country
18143,product be import from country,product originate in country,True,product,be import from,country,product,originate in,country
18144,product be native to country,product originate in country,True,product,be native to,country,product,originate in,country
18145,product produce in country,product be import from country,True,product,produce in,country,product,be import from,country
18146,product come from country,product be use in country,True,product,come from,country,product,be use in,country
18147,product make in country,product be make in country,True,product,make in,country,product,be make in,country
18148,product be develop in country,product be invent in country,True,product,be develop in,country,product,be invent in,country
18149,product be grow in country,product be import from country,True,product,be grow in,country,product,be import from,country
18150,product be import from country,product be native to country,True,product,be import from,country,product,be native to,country
18151,product come from country,product be grow in country,True,product,come from,country,product,be grow in,country
18152,product be manufacture in country,product be make in country,True,product,be manufacture in,country,product,be make in,country
18153,product be make in country,product  make in country,True,product,be make in,country,product, make in,country
18154,product be produce in country,product be native to country,True,product,be produce in,country,product,be native to,country
18155,product originate in country,product come from country,True,product,originate in,country,product,come from,country
18156,product be import from country,product be grow in country,True,product,be import from,country,product,be grow in,country
18157,product sell in country,product be popular in country,True,product,sell in,country,product,be popular in,country
18158,product be grow in country,product come from country,True,product,be grow in,country,product,come from,country
18159,product produce in country,product be grow in country,True,product,produce in,country,product,be grow in,country
18160,product be manufacture in country,product  make in country,True,product,be manufacture in,country,product, make in,country
18161,product grow in country,product originate in country,True,product,grow in,country,product,originate in,country
18162,product produce in country,product come from country,True,product,produce in,country,product,come from,country
18163,product originate in country,product be use in country,True,product,originate in,country,product,be use in,country
18164,product be use in country,product be native to country,True,product,be use in,country,product,be native to,country
18165,product be produce in country,product come from country,True,product,be produce in,country,product,come from,country
18166,product produce in country,product be produce in country,True,product,produce in,country,product,be produce in,country
18167,product be produce in country,product be grow in country,True,product,be produce in,country,product,be grow in,country
18168,product be native to country,product be discover in country,True,product,be native to,country,product,be discover in,country
18169,product be native to country,product be use in country,True,product,be native to,country,product,be use in,country
18170,product be import from country,product grow in country,True,product,be import from,country,product,grow in,country
18171,product grow in country,product come from country,True,product,grow in,country,product,come from,country
18172,product be grow in country,product grow in country,True,product,be grow in,country,product,grow in,country
18173,product be native to country,product be import from country,True,product,be native to,country,product,be import from,country
18174,product be use in country,product come from country,True,product,be use in,country,product,come from,country
18175,product come from country,product grow in country,True,product,come from,country,product,grow in,country
18176,product be produce in country,product be import from country,True,product,be produce in,country,product,be import from,country
18177,product produce in country,product be native to country,True,product,produce in,country,product,be native to,country
18178,product originate in country,product grow in country,True,product,originate in,country,product,grow in,country
18179,product be produce in country,product produce in country,True,product,be produce in,country,product,produce in,country
18180,product be invent in country,product be develop in country,True,product,be invent in,country,product,be develop in,country
18181,product be discover in country,product be use in country,True,product,be discover in,country,product,be use in,country
18182,product be import from country,product come from country,True,product,be import from,country,product,come from,country
18183,product produce in country,product be discover in country,True,product,produce in,country,product,be discover in,country
18184,product originate in country,product be import from country,True,product,originate in,country,product,be import from,country
18185,product come from country,product originate in country,True,product,come from,country,product,originate in,country
18186,product be use in country,product originate in country,True,product,be use in,country,product,originate in,country
18187,product originate in country,product be discover in country,True,product,originate in,country,product,be discover in,country
18188,product originate in country,product be native to country,True,product,originate in,country,product,be native to,country
18189,product produce in country,product grow in country,True,product,produce in,country,product,grow in,country
18190,product be use in country,product be discover in country,True,product,be use in,country,product,be discover in,country
18191,product be manufacture in country,product make in country,True,product,be manufacture in,country,product,make in,country
18192,country be know for product,country export product,True,country,be know for,product,country,export,product
18193,product originate in country,product be grow in country,True,product,originate in,country,product,be grow in,country
18194,country ban product,product be ban in country,True,country,ban,product,product,be ban in,country
18195,country attack source,country bomb source,True,country,attack,source,country,bomb,source
18196,source be grow in country,source originate in country,True,source,be grow in,country,source,originate in,country
18197,source produce in country,source grow in country,True,source,produce in,country,source,grow in,country
18198,source originate in country,source be grow in country,True,source,originate in,country,source,be grow in,country
18199,country ban source,source be ban in country,True,country,ban,source,source,be ban in,country
18200,source be ban in country,country ban source,True,source,be ban in,country,country,ban,source
18201,source be import from country,source import from country,True,source,be import from,country,source,import from,country
18202,country build source,country rely on source,True,country,build,source,country,rely on,source
18203,source be grow in country,source come from country,True,source,be grow in,country,source,come from,country
18204,source be native to country,source come from country,True,source,be native to,country,source,come from,country
18205,source be use in country,source be grow in country,True,source,be use in,country,source,be grow in,country
18206,source be grow in country,source be native to country,True,source,be grow in,country,source,be native to,country
18207,country be build source,country rely on source,True,country,be build,source,country,rely on,source
18208,source be produce in country,source be native to country,True,source,be produce in,country,source,be native to,country
18209,source produce in country,source come from country,True,source,produce in,country,source,come from,country
18210,source grow in country,source be native to country,True,source,grow in,country,source,be native to,country
18211,country bomb source,country attack source,True,country,bomb,source,country,attack,source
18212,source be use in country,source produce in country,True,source,be use in,country,source,produce in,country
18213,source be produce in country,source be grow in country,True,source,be produce in,country,source,be grow in,country
18214,source be native to country,source be grow in country,True,source,be native to,country,source,be grow in,country
18215,country to build source,country be build source,True,country,to build,source,country,be build,source
18216,country rely on source,country to build source,True,country,rely on,source,country,to build,source
18217,source produce in country,source be grow in country,True,source,produce in,country,source,be grow in,country
18218,source originate in country,source be native to country,True,source,originate in,country,source,be native to,country
18219,source produce in country,source be use in country,True,source,produce in,country,source,be use in,country
18220,source come from country,source grow in country,True,source,come from,country,source,grow in,country
18221,source produce in country,source be produce in country,True,source,produce in,country,source,be produce in,country
18222,country to build source,country rely on source,True,country,to build,source,country,rely on,source
18223,country be know for source,country produce source,True,country,be know for,source,country,produce,source
18224,source import from country,source be import from country,True,source,import from,country,source,be import from,country
18225,country build source,country to build source,True,country,build,source,country,to build,source
18226,source be use in country,source be native to country,True,source,be use in,country,source,be native to,country
18227,source be grow in country,source grow in country,True,source,be grow in,country,source,grow in,country
18228,source be native to country,source grow in country,True,source,be native to,country,source,grow in,country
18229,source grow in country,source come from country,True,source,grow in,country,source,come from,country
18230,source come from country,source be native to country,True,source,come from,country,source,be native to,country
18231,country be build source,country to build source,True,country,be build,source,country,to build,source
18232,country rely on source,country be build source,True,country,rely on,source,country,be build,source
18233,source be produce in country,source be use in country,True,source,be produce in,country,source,be use in,country
18234,country be build source,country build source,True,country,be build,source,country,build,source
18235,country export source,country be know for source,True,country,export,source,country,be know for,source
18236,source be use in country,source originate in country,True,source,be use in,country,source,originate in,country
18237,source be produce in country,source come from country,True,source,be produce in,country,source,come from,country
18238,source grow in country,source originate in country,True,source,grow in,country,source,originate in,country
18239,source come from country,source be grow in country,True,source,come from,country,source,be grow in,country
18240,country to build source,country build source,True,country,to build,source,country,build,source
18241,source produce in country,source originate in country,True,source,produce in,country,source,originate in,country
18242,source originate in country,source grow in country,True,source,originate in,country,source,grow in,country
18243,source be native to country,source originate in country,True,source,be native to,country,source,originate in,country
18244,source be produce in country,source produce in country,True,source,be produce in,country,source,produce in,country
18245,source be produce in country,source grow in country,True,source,be produce in,country,source,grow in,country
18246,country produce source,country be know for source,True,country,produce,source,country,be know for,source
18247,source grow in country,source be grow in country,True,source,grow in,country,source,be grow in,country
18248,source be use in country,source come from country,True,source,be use in,country,source,come from,country
18249,source originate in country,source come from country,True,source,originate in,country,source,come from,country
18250,source be base in country,source tag with country,True,source,be base in,country,source,tag with,country
18251,source be produce in country,source originate in country,True,source,be produce in,country,source,originate in,country
18252,country be know for source,country export source,True,country,be know for,source,country,export,source
18253,country build source,country be build source,True,country,build,source,country,be build,source
18254,country export source,country produce source,True,country,export,source,country,produce,source
18255,source come from country,source originate in country,True,source,come from,country,source,originate in,country
18256,country rely on source,country build source,True,country,rely on,source,country,build,source
18257,source be use in country,source be produce in country,True,source,be use in,country,source,be produce in,country
18258,source be use in country,source grow in country,True,source,be use in,country,source,grow in,country
18259,source tag with country,source be base in country,True,source,tag with,country,source,be base in,country
18260,country produce source,country export source,True,country,produce,source,country,export,source
18261,source produce in country,source be native to country,True,source,produce in,country,source,be native to,country
18262,city lose to town,town lose to city,True,city,lose to,town,town,lose to,city
18263,town travel to city,town beat city,True,town,travel to,city,town,beat,city
18264,town lose to city,town beat city,True,town,lose to,city,town,beat,city
18265,town arrive at city,town arrive in city,True,town,arrive at,city,town,arrive in,city
18266,town return to city,town arrive in city,True,town,return to,city,town,arrive in,city
18267,city play town,town lose to city,True,city,play,town,town,lose to,city
18268,town live in city,town be bear in city,True,town,live in,city,town,be bear in,city
18269,town come to city,town arrive in city,True,town,come to,city,town,arrive in,city
18270,town defeat city,city beat town,True,town,defeat,city,city,beat,town
18271,town be close to city,town be connect to city,True,town,be close to,city,town,be connect to,city
18272,town return to city,town leave city,True,town,return to,city,town,leave,city
18273,town be close to city,town be part of city,True,town,be close to,city,town,be part of,city
18274,city ed town,town ed city,True,city,ed,town,town,ed,city
18275,town defeat city,city defeat town,True,town,defeat,city,city,defeat,town
18276,town come to city,town return to city,True,town,come to,city,town,return to,city
18277,town ed city,city ed town,True,town,ed,city,city,ed,town
18278,town leave city,town arrive in city,True,town,leave,city,town,arrive in,city
18279,town live in city,town move to city,True,town,live in,city,town,move to,city
18280,town come to city,town leave city,True,town,come to,city,town,leave,city
18281,town come to city,town arrive at city,True,town,come to,city,town,arrive at,city
18282,town be locate in city,city be locate in town,True,town,be locate in,city,city,be locate in,town
18283,town lose to city,city beat town,True,town,lose to,city,city,beat,town
18284,city lose to town,town beat city,True,city,lose to,town,town,beat,city
18285,town arrive in city,town return to city,True,town,arrive in,city,town,return to,city
18286,town leave city,town come to city,True,town,leave,city,town,come to,city
18287,city play town,city lose to town,True,city,play,town,city,lose to,town
18288,city play town,town beat city,True,city,play,town,town,beat,city
18289,town defeat city,town beat city,True,town,defeat,city,town,beat,city
18290,city defeat town,town beat city,True,city,defeat,town,town,beat,city
18291,town return to city,town come to city,True,town,return to,city,town,come to,city
18292,town arrive at city,town return to city,True,town,arrive at,city,town,return to,city
18293,city be locate in town,town be locate in city,True,city,be locate in,town,town,be locate in,city
18294,town arrive in city,town arrive at city,True,town,arrive in,city,town,arrive at,city
18295,town lose to city,city lose to town,True,town,lose to,city,city,lose to,town
18296,town arrive at city,town come to city,True,town,arrive at,city,town,come to,city
18297,city lose to town,city play town,True,city,lose to,town,city,play,town
18298,city lose to town,city beat town,True,city,lose to,town,city,beat,town
18299,town be bear in city,town move to city,True,town,be bear in,city,town,move to,city
18300,city be know as town,city  know as town,True,city,be know as,town,city, know as,town
18301,town leave city,town arrive at city,True,town,leave,city,town,arrive at,city
18302,town return to city,town arrive at city,True,town,return to,city,town,arrive at,city
18303,city defeat town,city beat town,True,city,defeat,town,city,beat,town
18304,city  know as town,city be know as town,True,city, know as,town,city,be know as,town
18305,city play town,city beat town,True,city,play,town,city,beat,town
18306,town leave city,town return to city,True,town,leave,city,town,return to,city
18307,city defeat town,town defeat city,True,city,defeat,town,town,defeat,city
18308,town lose to city,city play town,True,town,lose to,city,city,play,town
18309,town be close to city,town be north of city,True,town,be close to,city,town,be north of,city
18310,town arrive at city,town leave city,True,town,arrive at,city,town,leave,city
18311,town arrive in city,town leave city,True,town,arrive in,city,town,leave,city
18312,town arrive in city,town come to city,True,town,arrive in,city,town,come to,city
18313,town move to city,town be bear in city,True,town,move to,city,town,be bear in,city
18314,drug produce effect,drug can cause effect,True,drug,produce,effect,drug,can cause,effect
18315,drug produce effect,drug induce effect,True,drug,produce,effect,drug,induce,effect
18316,drug can lead to effect,drug induce effect,True,drug,can lead to,effect,drug,induce,effect
18317,drug can cause effect,drug could cause effect,True,drug,can cause,effect,drug,could cause,effect
18318,drug produce effect,drug may cause effect,True,drug,produce,effect,drug,may cause,effect
18319,drug raise effect,drug may increase effect,True,drug,raise,effect,drug,may increase,effect
18320,drug will cause effect,drug can produce effect,True,drug,will cause,effect,drug,can produce,effect
18321,drug could cause effect,drug will cause effect,True,drug,could cause,effect,drug,will cause,effect
18322,drug may cause effect,drug could cause effect,True,drug,may cause,effect,drug,could cause,effect
18323,drug give effect,drug may include effect,True,drug,give,effect,drug,may include,effect
18324,drug can lead to effect,drug could cause effect,True,drug,can lead to,effect,drug,could cause,effect
18325,drug can produce effect,drug can lead to effect,True,drug,can produce,effect,drug,can lead to,effect
18326,drug be use for effect,drug reduce effect,True,drug,be use for,effect,drug,reduce,effect
18327,drug produce effect,drug can produce effect,True,drug,produce,effect,drug,can produce,effect
18328,drug be associate with effect,drug will cause effect,True,drug,be associate with,effect,drug,will cause,effect
18329,drug induce effect,drug produce effect,True,drug,induce,effect,drug,produce,effect
18330,drug can induce effect,drug be associate with effect,True,drug,can induce,effect,drug,be associate with,effect
18331,drug could cause effect,drug can cause effect,True,drug,could cause,effect,drug,can cause,effect
18332,drug cause effect,drug produce effect,True,drug,cause,effect,drug,produce,effect
18333,drug raise effect,drug can increase effect,True,drug,raise,effect,drug,can increase,effect
18334,drug can lead to effect,drug produce effect,True,drug,can lead to,effect,drug,produce,effect
18335,drug could cause effect,drug can produce effect,True,drug,could cause,effect,drug,can produce,effect
18336,drug may cause effect,drug cause effect,True,drug,may cause,effect,drug,cause,effect
18337,drug be prescribe for effect,drug relieve effect,True,drug,be prescribe for,effect,drug,relieve,effect
18338,drug induce effect,drug may cause effect,True,drug,induce,effect,drug,may cause,effect
18339,drug cause effect,drug could cause effect,True,drug,cause,effect,drug,could cause,effect
18340,drug can lead to effect,drug can cause effect,True,drug,can lead to,effect,drug,can cause,effect
18341,drug be associate with effect,drug can produce effect,True,drug,be associate with,effect,drug,can produce,effect
18342,drug induce effect,drug cause effect,True,drug,induce,effect,drug,cause,effect
18343,drug relieve effect,drug be use for effect,True,drug,relieve,effect,drug,be use for,effect
18344,drug can lead to effect,drug can induce effect,True,drug,can lead to,effect,drug,can induce,effect
18345,drug can induce effect,drug could cause effect,True,drug,can induce,effect,drug,could cause,effect
18346,drug will cause effect,drug be associate with effect,True,drug,will cause,effect,drug,be associate with,effect
18347,drug produce effect,drug cause effect,True,drug,produce,effect,drug,cause,effect
18348,drug prevent effect,drug reduce effect,True,drug,prevent,effect,drug,reduce,effect
18349,drug should be take by effect,drug be take by effect,True,drug,should be take by,effect,drug,be take by,effect
18350,drug may cause effect,drug induce effect,True,drug,may cause,effect,drug,induce,effect
18351,drug be associate with effect,drug can induce effect,True,drug,be associate with,effect,drug,can induce,effect
18352,drug could cause effect,drug may cause effect,True,drug,could cause,effect,drug,may cause,effect
18353,drug can produce effect,drug can cause effect,True,drug,can produce,effect,drug,can cause,effect
18354,drug may cause effect,drug produce effect,True,drug,may cause,effect,drug,produce,effect
18355,drug could cause effect,drug produce effect,True,drug,could cause,effect,drug,produce,effect
18356,drug may cause effect,drug can induce effect,True,drug,may cause,effect,drug,can induce,effect
18357,drug could cause effect,drug cause effect,True,drug,could cause,effect,drug,cause,effect
18358,drug cause effect,drug can lead to effect,True,drug,cause,effect,drug,can lead to,effect
18359,drug will cause effect,drug could cause effect,True,drug,will cause,effect,drug,could cause,effect
18360,drug prevent effect,drug to prevent effect,True,drug,prevent,effect,drug,to prevent,effect
18361,drug can increase effect,drug may increase effect,True,drug,can increase,effect,drug,may increase,effect
18362,drug be associate with effect,drug can lead to effect,True,drug,be associate with,effect,drug,can lead to,effect
18363,drug improve effect,drug reduce effect,True,drug,improve,effect,drug,reduce,effect
18364,drug can produce effect,drug can induce effect,True,drug,can produce,effect,drug,can induce,effect
18365,drug can produce effect,drug will cause effect,True,drug,can produce,effect,drug,will cause,effect
18366,drug induce effect,drug can lead to effect,True,drug,induce,effect,drug,can lead to,effect
18367,drug will cause effect,drug can lead to effect,True,drug,will cause,effect,drug,can lead to,effect
18368,drug produce effect,drug can lead to effect,True,drug,produce,effect,drug,can lead to,effect
18369,drug may increase effect,drug increase effect,True,drug,may increase,effect,drug,increase,effect
18370,drug can cause effect,drug can lead to effect,True,drug,can cause,effect,drug,can lead to,effect
18371,drug cause effect,drug be associate with effect,True,drug,cause,effect,drug,be associate with,effect
18372,drug relieve effect,drug reduce effect,True,drug,relieve,effect,drug,reduce,effect
18373,drug can increase effect,drug reduce effect,True,drug,can increase,effect,drug,reduce,effect
18374,drug can cause effect,drug be associate with effect,True,drug,can cause,effect,drug,be associate with,effect
18375,drug can lead to effect,drug may cause effect,True,drug,can lead to,effect,drug,may cause,effect
18376,drug may cause effect,drug will cause effect,True,drug,may cause,effect,drug,will cause,effect
18377,drug be prescribe for effect,drug be use for effect,True,drug,be prescribe for,effect,drug,be use for,effect
18378,drug be use for effect,drug relieve effect,True,drug,be use for,effect,drug,relieve,effect
18379,drug produce effect,drug can induce effect,True,drug,produce,effect,drug,can induce,effect
18380,drug may make effect,drug can make effect,True,drug,may make,effect,drug,can make,effect
18381,drug may increase effect,drug raise effect,True,drug,may increase,effect,drug,raise,effect
18382,drug can increase effect,drug raise effect,True,drug,can increase,effect,drug,raise,effect
18383,drug could cause effect,drug can induce effect,True,drug,could cause,effect,drug,can induce,effect
18384,drug may cause effect,drug can produce effect,True,drug,may cause,effect,drug,can produce,effect
18385,drug induce effect,drug can produce effect,True,drug,induce,effect,drug,can produce,effect
18386,drug can induce effect,drug will cause effect,True,drug,can induce,effect,drug,will cause,effect
18387,drug may cause effect,drug can lead to effect,True,drug,may cause,effect,drug,can lead to,effect
18388,drug could cause effect,drug induce effect,True,drug,could cause,effect,drug,induce,effect
18389,drug cause effect,drug may cause effect,True,drug,cause,effect,drug,may cause,effect
18390,drug can induce effect,drug cause effect,True,drug,can induce,effect,drug,cause,effect
18391,drug cause effect,drug can cause effect,True,drug,cause,effect,drug,can cause,effect
18392,drug can cause effect,drug will cause effect,True,drug,can cause,effect,drug,will cause,effect
18393,drug can produce effect,drug may cause effect,True,drug,can produce,effect,drug,may cause,effect
18394,drug can increase effect,drug increase effect,True,drug,can increase,effect,drug,increase,effect
18395,drug can lead to effect,drug cause effect,True,drug,can lead to,effect,drug,cause,effect
18396,drug will cause effect,drug cause effect,True,drug,will cause,effect,drug,cause,effect
18397,drug can induce effect,drug produce effect,True,drug,can induce,effect,drug,produce,effect
18398,drug may cause effect,drug can cause effect,True,drug,may cause,effect,drug,can cause,effect
18399,drug induce effect,drug can induce effect,True,drug,induce,effect,drug,can induce,effect
18400,drug to prevent effect,drug reduce effect,True,drug,to prevent,effect,drug,reduce,effect
18401,drug be associate with effect,drug could cause effect,True,drug,be associate with,effect,drug,could cause,effect
18402,drug be associate with effect,drug cause effect,True,drug,be associate with,effect,drug,cause,effect
18403,drug can cause effect,drug induce effect,True,drug,can cause,effect,drug,induce,effect
18404,drug can produce effect,drug induce effect,True,drug,can produce,effect,drug,induce,effect
18405,drug be associate with effect,drug produce effect,True,drug,be associate with,effect,drug,produce,effect
18406,drug can induce effect,drug induce effect,True,drug,can induce,effect,drug,induce,effect
18407,drug cause effect,drug can induce effect,True,drug,cause,effect,drug,can induce,effect
18408,drug may cause effect,drug be associate with effect,True,drug,may cause,effect,drug,be associate with,effect
18409,drug can cause effect,drug may cause effect,True,drug,can cause,effect,drug,may cause,effect
18410,drug be associate with effect,drug can cause effect,True,drug,be associate with,effect,drug,can cause,effect
18411,drug induce effect,drug will cause effect,True,drug,induce,effect,drug,will cause,effect
18412,drug can cause effect,drug can induce effect,True,drug,can cause,effect,drug,can induce,effect
18413,drug may increase effect,drug reduce effect,True,drug,may increase,effect,drug,reduce,effect
18414,drug be use for effect,drug be prescribe for effect,True,drug,be use for,effect,drug,be prescribe for,effect
18415,drug may increase effect,drug can increase effect,True,drug,may increase,effect,drug,can increase,effect
18416,drug cause effect,drug can produce effect,True,drug,cause,effect,drug,can produce,effect
18417,drug can lead to effect,drug be associate with effect,True,drug,can lead to,effect,drug,be associate with,effect
18418,drug raise effect,drug increase effect,True,drug,raise,effect,drug,increase,effect
18419,drug could cause effect,drug be associate with effect,True,drug,could cause,effect,drug,be associate with,effect
18420,drug can lead to effect,drug can produce effect,True,drug,can lead to,effect,drug,can produce,effect
18421,drug increase effect,drug may increase effect,True,drug,increase,effect,drug,may increase,effect
18422,drug be associate with effect,drug induce effect,True,drug,be associate with,effect,drug,induce,effect
18423,drug can induce effect,drug may cause effect,True,drug,can induce,effect,drug,may cause,effect
18424,drug relieve effect,drug be prescribe for effect,True,drug,relieve,effect,drug,be prescribe for,effect
18425,drug produce effect,drug could cause effect,True,drug,produce,effect,drug,could cause,effect
18426,drug be associate with effect,drug may cause effect,True,drug,be associate with,effect,drug,may cause,effect
18427,drug cause effect,drug induce effect,True,drug,cause,effect,drug,induce,effect
18428,drug induce effect,drug could cause effect,True,drug,induce,effect,drug,could cause,effect
18429,drug can cause effect,drug cause effect,True,drug,can cause,effect,drug,cause,effect
18430,drug will cause effect,drug induce effect,True,drug,will cause,effect,drug,induce,effect
18431,drug cause effect,drug will cause effect,True,drug,cause,effect,drug,will cause,effect
18432,drug will cause effect,drug can induce effect,True,drug,will cause,effect,drug,can induce,effect
18433,drug can induce effect,drug can cause effect,True,drug,can induce,effect,drug,can cause,effect
18434,drug can produce effect,drug be associate with effect,True,drug,can produce,effect,drug,be associate with,effect
18435,drug increase effect,drug can increase effect,True,drug,increase,effect,drug,can increase,effect
18436,drug to prevent effect,drug prevent effect,True,drug,to prevent,effect,drug,prevent,effect
18437,drug can induce effect,drug can produce effect,True,drug,can induce,effect,drug,can produce,effect
18438,drug increase effect,drug reduce effect,True,drug,increase,effect,drug,reduce,effect
18439,drug be prescribe for effect,drug reduce effect,True,drug,be prescribe for,effect,drug,reduce,effect
18440,drug will cause effect,drug may cause effect,True,drug,will cause,effect,drug,may cause,effect
18441,drug can produce effect,drug could cause effect,True,drug,can produce,effect,drug,could cause,effect
18442,drug can induce effect,drug can lead to effect,True,drug,can induce,effect,drug,can lead to,effect
18443,drug be take by effect,drug should be take by effect,True,drug,be take by,effect,drug,should be take by,effect
18444,drug can produce effect,drug cause effect,True,drug,can produce,effect,drug,cause,effect
18445,drug can cause effect,drug produce effect,True,drug,can cause,effect,drug,produce,effect
18446,drug can make effect,drug may make effect,True,drug,can make,effect,drug,may make,effect
18447,drug will cause effect,drug produce effect,True,drug,will cause,effect,drug,produce,effect
18448,drug induce effect,drug be associate with effect,True,drug,induce,effect,drug,be associate with,effect
18449,drug can produce effect,drug produce effect,True,drug,can produce,effect,drug,produce,effect
18450,drug can lead to effect,drug will cause effect,True,drug,can lead to,effect,drug,will cause,effect
18451,drug could cause effect,drug can lead to effect,True,drug,could cause,effect,drug,can lead to,effect
18452,drug increase effect,drug raise effect,True,drug,increase,effect,drug,raise,effect
18453,drug produce effect,drug will cause effect,True,drug,produce,effect,drug,will cause,effect
18454,drug may include effect,drug give effect,True,drug,may include,effect,drug,give,effect
18455,drug induce effect,drug can cause effect,True,drug,induce,effect,drug,can cause,effect
18456,drug produce effect,drug be associate with effect,True,drug,produce,effect,drug,be associate with,effect
18457,drug raise effect,drug reduce effect,True,drug,raise,effect,drug,reduce,effect
18458,drug will cause effect,drug can cause effect,True,drug,will cause,effect,drug,can cause,effect
18459,drug can cause effect,drug can produce effect,True,drug,can cause,effect,drug,can produce,effect
18460,source serve with food,food stuff with source,True,source,serve with,food,food,stuff with,source
18461,source serve with food,food top with source,True,source,serve with,food,food,top with,source
18462,source stuff with food,food top with source,True,source,stuff with,food,food,top with,source
18463,source come from food,source use food,True,source,come from,food,source,use,food
18464,source be extract from food,source make from food,True,source,be extract from,food,source,make from,food
18465,food be high in source,source find in food,True,food,be high in,source,source,find in,food
18466,source be find in food,food contain source,True,source,be find in,food,food,contain,source
18467,food contain source,food be source of source,True,food,contain,source,food,be source of,source
18468,source toss with food,source stuff with food,True,source,toss with,food,source,stuff with,food
18469,source be make from food,source make from food,True,source,be make from,food,source,make from,food
18470,food be rich in source,food contain source,True,food,be rich in,source,food,contain,source
18471,food be make from source,food make with source,True,food,be make from,source,food,make with,source
18472,food make from source,source contain food,True,food,make from,source,source,contain,food
18473,source come from food,food be rich in source,True,source,come from,food,food,be rich in,source
18474,food be make with source,food use source,True,food,be make with,source,food,use,source
18475,food be make with source,source contain food,True,food,be make with,source,source,contain,food
18476,source stuff with food,source roast food,True,source,stuff with,food,source,roast,food
18477,source give food,food make from source,True,source,give,food,food,make from,source
18478,food use source,source contain food,True,food,use,source,source,contain,food
18479,source give food,food be make with source,True,source,give,food,food,be make with,source
18480,source come from food,food be source of source,True,source,come from,food,food,be source of,source
18481,source be extract from food,source find in food,True,source,be extract from,food,source,find in,food
18482,food be rich in source,food be high in source,True,food,be rich in,source,food,be high in,source
18483,food use source,food make from source,True,food,use,source,food,make from,source
18484,food be make from source,food make from source,True,food,be make from,source,food,make from,source
18485,source serve with food,source roast food,True,source,serve with,food,source,roast,food
18486,source be derive from food,source find in food,True,source,be derive from,food,source,find in,food
18487,source come from food,source be make from food,True,source,come from,food,source,be make from,food
18488,source roast food,source top with food,True,source,roast,food,source,top with,food
18489,source make from food,food be source of source,True,source,make from,food,food,be source of,source
18490,food top with source,source toss with food,True,food,top with,source,source,toss with,food
18491,source toss with food,food stuff with source,True,source,toss with,food,food,stuff with,source
18492,source use food,source contain food,True,source,use,food,source,contain,food
18493,food top with source,source serve with food,True,food,top with,source,source,serve with,food
18494,source make from food,source find in food,True,source,make from,food,source,find in,food
18495,food top with source,source stuff with food,True,food,top with,source,source,stuff with,food
18496,source be extract from food,source come from food,True,source,be extract from,food,source,come from,food
18497,source give food,source be find in food,True,source,give,food,source,be find in,food
