,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
2327,doctors get a lot of free samples,doctors have lot of free samples,True,doctors,get a lot of,free samples,doctors,have lot of,free samples
2328,The team fly to Asia,The team fly into Asia,True,The team,fly to,Asia,The team,fly into,Asia
2329,the numbers jump to thousands,the numbers move to thousands,True,the numbers,jump to,thousands,the numbers,move to,thousands
2330,the Raiders beat the Texans,the Raiders defeat the Texans,True,the Raiders,beat,the Texans,the Raiders,defeat,the Texans
2331,Judaism be concerned with an afterlife,Judaism be concerned about an afterlife,True,Judaism,be concerned with,an afterlife,Judaism,be concerned about,an afterlife
2332,the iPhone go on sale,the iPhone head out on sale,True,the iPhone,go on,sale,the iPhone,head out on,sale
2333,all the waters be joined with the waters,all the waters be united with the waters,True,all the waters,be joined with,the waters,all the waters,be united with,the waters
2334,Congress pass the Comprehensive Everglades Restoration Plan,Congress approve the Comprehensive Everglades Restoration Plan,True,Congress,pass,the Comprehensive Everglades Restoration Plan,Congress,approve,the Comprehensive Everglades Restoration Plan
2335,His name be engraved on the village War Memorial,His name be included on the village War Memorial,True,His name,be engraved on,the village War Memorial,His name,be included on,the village War Memorial
2336,Vallejo leave for Paris,Vallejo leave on to Paris,True,Vallejo,leave for,Paris,Vallejo,leave on to,Paris
2337,gamers test their skills,gamers try their skills,True,gamers,test,their skills,gamers,try,their skills
2338,applicants be accepted into the University community,applicants get accepted to the University community,True,applicants,be accepted into,the University community,applicants,get accepted to,the University community
2339,The first mammals arise on Earth,The first mammals form on Earth,True,The first mammals,arise on,Earth,The first mammals,form on,Earth
2340,the expressions be present on their faces,the expressions be visible on their faces,True,the expressions,be present on,their faces,the expressions,be visible on,their faces
2341,classes assist student in pronunciation,classes assist student with pronunciation,True,classes,assist student in,pronunciation,classes,assist student with,pronunciation
2342,most people think about Autism,most people be aware of Autism,True,most people,think about,Autism,most people,be aware of,Autism
2343,Provides classify ads,Provides label ads,True,Provides,classify,ads,Provides,label,ads
2344,this piece stand out from others,this piece stand out more than others,True,this piece,stand out from,others,this piece,stand out more than,others
2345,This picture be taken in Sierra Leone,This picture be shot in Sierra Leone,True,This picture,be taken in,Sierra Leone,This picture,be shot in,Sierra Leone
2346,A dog die of health problems,A dog be diagnosed with health problems,True,A dog,die of,health problems,A dog,be diagnosed with,health problems
2347,Resellers be the core of our business,Resellers be a fundamental part of our business,True,Resellers,be the core of,our business,Resellers,be a fundamental part of,our business
2348,a few of you offer word of advice,a few of you be to lend advice,True,a few of you,offer word of,advice,a few of you,be to lend,advice
2349,Theophylline work as a bronchodilator,Theophylline continue to work as a bronchodilator,True,Theophylline,work as,a bronchodilator,Theophylline,continue to work as,a bronchodilator
2350,Only 6 % of all Americans graduate high school,Only 6 % of all Americans work his way through high school,True,Only 6 % of all Americans,graduate,high school,Only 6 % of all Americans,work his way through,high school
2351,Others help safeguard the environment,Others ensure the protection of the environment,True,Others,help safeguard,the environment,Others,ensure the protection of,the environment
2352,Customers appreciate the suggestion,Customers appriciate the suggestion,True,Customers,appreciate,the suggestion,Customers,appriciate,the suggestion
2353,nobody be been for a second bottle,nobody remain for a second bottle,True,nobody,be been for,a second bottle,nobody,remain for,a second bottle
2354,The boys show off their stuff,The boys bring out their stuff,True,The boys,show off,their stuff,The boys,bring out,their stuff
2355,Men produce testosterone,Men start to produce testosterone,True,Men,produce,testosterone,Men,start to produce,testosterone
2356,all of which be detailed with examples,all of which be mentioned with examples,True,all of which,be detailed with,examples,all of which,be mentioned with,examples
2357,businesses mean focus on firms,businesses put more emphasis on firms,True,businesses,mean focus on,firms,businesses,put more emphasis on,firms
2358,This site be put by fans,This site be run by fans,True,This site,be put by,fans,This site,be run by,fans
2359,More information be found in the guidance,More information be found throughout the guidance,True,More information,be found in,the guidance,More information,be found throughout,the guidance
2360,the ball be placed for a kick-off,the ball be taken for a kick-off,True,the ball,be placed for,a kick-off,the ball,be taken for,a kick-off
2361,your class dissect animals,your class butcher animals,True,your class,dissect,animals,your class,butcher,animals
2362,The club host the event,The club participate in the event,True,The club,host,the event,The club,participate in,the event
2363,Mist rise from the river,Mist lay down on the river,True,Mist,rise from,the river,Mist,lay down on,the river
2364,companies build Web sites,companies begin build Web sites,True,companies,build,Web sites,companies,begin build,Web sites
2365,The museum be open from March,The museum be opened on March,True,The museum,be open from,March,The museum,be opened on,March
2366,Nevada have no limit on losses,Nevada be flexible on losses,True,Nevada,have no limit on,losses,Nevada,be flexible on,losses
2367,Children love learn about the value of money,Children show an interest in the value of money,True,Children,love learn about,the value of money,Children,show an interest in,the value of money
2368,Monkey enter the cave,Monkey arrive at the cave,True,Monkey,enter,the cave,Monkey,arrive at,the cave
2369,Time Warner own a number of cable networks,Time Warner have a large number of cable networks,True,Time Warner,own a number of,cable networks,Time Warner,have a large number of,cable networks
2370,Our programs provide our client with the skills,Our programs work to provide the skills,True,Our programs,provide our client with,the skills,Our programs,work to provide,the skills
2371,the community be grateful for the support,the community be blessed to have the support,True,the community,be grateful for,the support,the community,be blessed to have,the support
2372,children be required to print,children be asked to print,True,children,be required to,print,children,be asked to,print
2373,The hotel split up in two floors,The hotel be broken into two floors,True,The hotel,split up in,two floors,The hotel,be broken into,two floors
2374,The competition plan better service,The competition embark on better service,True,The competition,plan,better service,The competition,embark on,better service
2375,Greenwich be proud of its maritime history,Greenwich be grateful for its maritime history,True,Greenwich,be proud of,its maritime history,Greenwich,be grateful for,its maritime history
2376,men be ignorant to such subtleties,men turn a blind eye to such subtleties,True,men,be ignorant to,such subtleties,men,turn a blind eye to,such subtleties
2377,Elijah be afraid of him,Elijah be wary of him,True,Elijah,be afraid of,him,Elijah,be wary of,him
2378,Ltd have branch in Asia,Ltd have branch office in Asia,True,Ltd,have branch in,Asia,Ltd,have branch office in,Asia
2379,owners be active in the business,owners be dedicated to the business,True,owners,be active in,the business,owners,be dedicated to,the business
2380,Adults live about one week,Adults live like one week,True,Adults,live about,one week,Adults,live like,one week
2381,the policemen draw their guns,the policemen handle their guns,True,the policemen,draw,their guns,the policemen,handle,their guns
2382,some staff speak English,some staff be proficient in English,True,some staff,speak,English,some staff,be proficient in,English
2383,the dude fall down the stairs,the dude go up the stairs,True,the dude,fall down,the stairs,the dude,go up,the stairs
2385,many families bake Christmas cookies,many families find a recipe for Christmas cookies,True,many families,bake,Christmas cookies,many families,find a recipe for,Christmas cookies
2386,Atari design PONG Doubles,Atari begin work on PONG Doubles,True,Atari,design,PONG Doubles,Atari,begin work on,PONG Doubles
2387,Barack Obama speak about his economic stimulus package,Barack Obama reflect on his economic stimulus package,True,Barack Obama,speak about,his economic stimulus package,Barack Obama,reflect on,his economic stimulus package
2388,Families move in to a house,Families settle into a house,True,Families,move in to,a house,Families,settle into,a house
2389,Our staff be happy to assist applicants,Our staff be glad to answer applicants,True,Our staff,be happy to assist,applicants,Our staff,be glad to answer,applicants
2390,the team gather over the past week,the team build up over the past week,True,the team,gather over,the past week,the team,build up over,the past week
2391,many people search for a physician,many people continue to search for a physician,True,many people,search for,a physician,many people,continue to search for,a physician
2392,Wii win the console wars,Wii clinch the console wars,True,Wii,win,the console wars,Wii,clinch,the console wars
2393,parent check their children works,parent need to check their children works,True,parent,check,their children works,parent,need to check,their children works
2394,Bill write a number of songs,Bill write a couple of songs,True,Bill,write a number of,songs,Bill,write a couple of,songs
2395,The dining room tables be set up for six people,The dining room tables be provided for six people,True,The dining room tables,be set up for,six people,The dining room tables,be provided for,six people
2396,the team take bus to New Jersey,the team decide to go to New Jersey,True,the team,take bus to,New Jersey,the team,decide to go to,New Jersey
2397,Sox beat the Yankees,Sox face the Yankees,True,Sox,beat,the Yankees,Sox,face,the Yankees
2398,Dont misplace your chip,Dont forget to bring your chip,True,Dont,misplace,your chip,Dont,forget to bring,your chip
2399,The song be included on the soundtrack,The song belong on the soundtrack,True,The song,be included on,the soundtrack,The song,belong on,the soundtrack
2400,the fans queue for his autograph,the fans be kept wait for his autograph,True,the fans,queue for,his autograph,the fans,be kept wait for,his autograph
2401,the Prince take a stroll through the castle,the Prince venture into the castle,True,the Prince,take a stroll through,the castle,the Prince,venture into,the castle
2402,The first page contain the title of the paper,The first page contain information about the paper,True,The first page,contain the title of,the paper,The first page,contain information about,the paper
2403,The books be given to children,The books belong to children,True,The books,be given to,children,The books,belong to,children
2404,my family spend a year in Europe,my family spend 6 month in Europe,True,my family,spend a year in,Europe,my family,spend 6 month in,Europe
2405,Their faces be crazy with devotion,Their faces burn with devotion,True,Their faces,be crazy with,devotion,Their faces,burn with,devotion
2406,The number of visitors increase over the years,The number of visitors evolve over the years,True,The number of visitors,increase over,the years,The number of visitors,evolve over,the years
2407,The EPA regulate tap water,The EPA play a key role in tap water,True,The EPA,regulate,tap water,The EPA,play a key role in,tap water
2408,Jared specialize in sales,Jared offer a wide variety of sales,True,Jared,specialize in,sales,Jared,offer a wide variety of,sales
2409,The sponsor be required to select investigators,The sponsor be asked to pick investigators,True,The sponsor,be required to select,investigators,The sponsor,be asked to pick,investigators
2410,Golf be considered to be one of the most popular sports,Golf be supposed to be one of the most popular sports,True,Golf,be considered to be one of,the most popular sports,Golf,be supposed to be one of,the most popular sports
2411,Gandhi be arrested many times,Gandhi be indicted many times,True,Gandhi,be arrested,many times,Gandhi,be indicted,many times
2412,these guys put a lot of pressure,these guys invest a great deal of pressure,True,these guys,put a lot of,pressure,these guys,invest a great deal of,pressure
2413,Hamasaki be scheduled to return to Japan,Hamasaki prepare to return to Japan,True,Hamasaki,be scheduled to return to,Japan,Hamasaki,prepare to return to,Japan
2414,"10,500 athletes descend on Beijing","10,500 athletes descend over Beijing",True,"10,500 athletes",descend on,Beijing,"10,500 athletes",descend over,Beijing
2415,Amy look up at him,Amy stare at him,True,Amy,look up at,him,Amy,stare at,him
2416,ye bless the children of Israel,ye promise to the children of Israel,True,ye,bless,the children of Israel,ye,promise to,the children of Israel
2417,This picture be taken of the building,This picture be taken at the building,True,This picture,be taken of,the building,This picture,be taken at,the building
2418,the dials bear the name of the retailer,the dials name the name of the retailer,True,the dials,bear the name of,the retailer,the dials,name the name of,the retailer
2419,Archetypes be component of the collective unconscious,Archetypes be formed from the collective unconscious,True,Archetypes,be component of,the collective unconscious,Archetypes,be formed from,the collective unconscious
2420,the Catholic missionaries persevere in their work,the Catholic missionaries remain steadfast in their work,True,the Catholic missionaries,persevere in,their work,the Catholic missionaries,remain steadfast in,their work
2421,the students discuss their answer,the students share their answer,True,the students,discuss,their answer,the students,share,their answer
2422,its employees commit a crime against humanity,its employees have no regard for humanity,True,its employees,commit a crime against,humanity,its employees,have no regard for,humanity
2423,men be ignorant to such subtleties,men be uninformed about such subtleties,True,men,be ignorant to,such subtleties,men,be uninformed about,such subtleties
2424,No person be elected to the office of the President,No person be reelected to the office of the President,True,No person,be elected to,the office of the President,No person,be reelected to,the office of the President
2425,the Lord Jesus Christ die for the sins of the world,the Lord Jesus Christ take care of the sins of the world,True,the Lord Jesus Christ,die for,the sins of the world,the Lord Jesus Christ,take care of,the sins of the world
2426,Students install linux on their PCs,Students install the software on their PCs,True,Students,install linux on,their PCs,Students,install the software on,their PCs
2427,Most travellers need to obtain a visa,Most travellers wish to obtain a visa,True,Most travellers,need to obtain,a visa,Most travellers,wish to obtain,a visa
2428,the crash kill him,the crash happen to him,True,the crash,kill,him,the crash,happen to,him
2429,an engineer do a lot of work,an engineer do a bit of work,True,an engineer,do a lot of,work,an engineer,do a bit of,work
2430,The FBI kill Randy Weaver,The FBI harm Randy Weaver,True,The FBI,kill,Randy Weaver,The FBI,harm,Randy Weaver
2431,This web site contain link to other sites,This web site provide a listing of other sites,True,This web site,contain link to,other sites,This web site,provide a listing of,other sites
2432,the administrator configure the site,the administrator access the site,True,the administrator,configure,the site,the administrator,access,the site
2433,the gentleman ask the question in Texas,the gentleman say thing in Texas,True,the gentleman,ask the question in,Texas,the gentleman,say thing in,Texas
2434,This page be last modified on 26 December 2008,This page be revised 26 December 2008,True,This page,be last modified on,26 December 2008,This page,be revised,26 December 2008
2435,his mother sit at the window,his mother sit near the window,True,his mother,sit at,the window,his mother,sit near,the window
2436,our priorities matter to our community,our priorities be obvious to our community,True,our priorities,matter to,our community,our priorities,be obvious to,our community
2437,Patrick want to say goodbye,Patrick be to say goodbye,True,Patrick,want to say,goodbye,Patrick,be to say,goodbye
2438,The result be the victory of fascism,The result become a symbol of fascism,True,The result,be the victory of,fascism,The result,become a symbol of,fascism
2439,more choice consider a PPO,more choice investigate a PPO,True,more choice,consider,a PPO,more choice,investigate,a PPO
2440,the owner try to sell the car,the owner think about sell the car,True,the owner,try to sell,the car,the owner,think about sell,the car
2441,Minority groups feel passionate about him,Minority groups be enthusiastic about him,True,Minority groups,feel passionate about,him,Minority groups,be enthusiastic about,him
2442,the project commence in June,the project last until June,True,the project,commence in,June,the project,last until,June
2443,grapefruit inhibit the enzyme,grapefruit prevent the growth of the enzyme,True,grapefruit,inhibit,the enzyme,grapefruit,prevent the growth of,the enzyme
2444,Teachers set an example for their students,Teachers set an example to their students,True,Teachers,set an example for,their students,Teachers,set an example to,their students
2445,a card be best for your needs,a card be suitable for your needs,True,a card,be best for,your needs,a card,be suitable for,your needs
2446,my boss include this in my profile,my boss want to add to my profile,True,my boss,include this in,my profile,my boss,want to add to,my profile
2447,the kids grow up with him,the kids forget about him,False,the kids,grow up with,him,the kids,forget about,him
2448,My wife spend 4 day in hospital,My wife attend the university of hospital,False,My wife,spend 4 day in,hospital,My wife,attend the university of,hospital
2449,Dulles be the younger brother of John Foster Dulles,Dulles be a nephew of John Foster Dulles,False,Dulles,be the younger brother of,John Foster Dulles,Dulles,be a nephew of,John Foster Dulles
2450,Complaints be raised in the past,Complaints live with the past,False,Complaints,be raised in,the past,Complaints,live with,the past
2451,companies benefit from the partnership,companies learn from the partnership,False,companies,benefit from,the partnership,companies,learn from,the partnership
2452,Tudor see the effect on Joan,Tudor write content for Joan,False,Tudor,see the effect on,Joan,Tudor,write content for,Joan
2453,the Committee refer such action,the Committee assure such action,False,the Committee,refer,such action,the Committee,assure,such action
2454,author publish more than 20 books,author purchase about 20 books,False,author,publish more than,20 books,author,purchase about,20 books
2455,This side effect be more common for women,This side effect be natural for women,False,This side effect,be more common for,women,This side effect,be natural for,women
2456,Bush resubmit the nomination,Bush amend the nomination,False,Bush,resubmit,the nomination,Bush,amend,the nomination
2457,The number be unique for five years,The number be fascinating for five years,False,The number,be unique for,five years,The number,be fascinating for,five years
2458,the doctors be sure of the cause,the doctors question the cause,False,the doctors,be sure of,the cause,the doctors,question,the cause
2459,Students need to build their credit history,Students look like their credit history,False,Students,need to build,their credit history,Students,look like,their credit history
2460,investors sell their holdings,investors collect their holdings,False,investors,sell,their holdings,investors,collect,their holdings
2461,no one guess the ending,no one agree the ending,False,no one,guess,the ending,no one,agree,the ending
2462,police stop a driver,police kill a driver,False,police,stop,a driver,police,kill,a driver
2463,a doctor explain to him,a doctor smile at him,False,a doctor,explain to,him,a doctor,smile at,him
2464,the doctor recommend a biopsy,the doctor be pleased with a biopsy,False,the doctor,recommend,a biopsy,the doctor,be pleased with,a biopsy
2465,Nintendo sell in Japan,Nintendo be manufactured in Japan,False,Nintendo,sell in,Japan,Nintendo,be manufactured in,Japan
2466,Carlos be the guy with the plan,Carlos try to pick up the plan,False,Carlos,be the guy with,the plan,Carlos,try to pick up,the plan
2467,his friend jump in the hole,his friend climb out of the hole,False,his friend,jump in,the hole,his friend,climb out of,the hole
2468,The Gala be an evening of celebration,The Gala be a year of celebration,False,The Gala,be an evening of,celebration,The Gala,be a year of,celebration
2469,companies attend our events,companies be enrolled at our events,False,companies,attend,our events,companies,be enrolled at,our events
2470,those witnesses be the main part of the case,those witnesses be the hardest part of the case,False,those witnesses,be the main part of,the case,those witnesses,be the hardest part of,the case
2471,Jews need to believe in God,Jews choose to believe in God,False,Jews,need to believe in,God,Jews,choose to believe in,God
2472,Many scholars refute this argument,Many scholars be correct in this argument,False,Many scholars,refute,this argument,Many scholars,be correct in,this argument
2473,Two helicopters arrive at the scene,Two helicopters land at the scene,False,Two helicopters,arrive at,the scene,Two helicopters,land at,the scene
2474,men sleep in security,men retreat to security,False,men,sleep in,security,men,retreat to,security
2475,Lewis marry for the first time,Lewis participate for the first time,False,Lewis,marry for,the first time,Lewis,participate for,the first time
2476,Doctors recommend take Frova,Doctors love to take Frova,False,Doctors,recommend take,Frova,Doctors,love to take,Frova
2477,the local Indians have no name for the mountain,the local Indians try to describe the mountain,False,the local Indians,have no name for,the mountain,the local Indians,try to describe,the mountain
2478,Her hand find one of my breasts,Her hand have two of my breasts,False,Her hand,find one of,my breasts,Her hand,have two of,my breasts
2479,credit card payments be expensive for small businesses,credit card payments be good value for small businesses,False,credit card payments,be expensive for,small businesses,credit card payments,be good value for,small businesses
2480,The owner try to locate the dog,The owner locate the dog,False,The owner,try to locate,the dog,The owner,locate,the dog
2481,everybody want to drive a Porsche,everybody think of buy a Porsche,False,everybody,want to drive,a Porsche,everybody,think of buy,a Porsche
2482,an agreement be fair to all parties,an agreement be a good idea for all parties,False,an agreement,be fair to,all parties,an agreement,be a good idea for,all parties
2483,Nobody want to see that screen,Nobody spot that screen,False,Nobody,want to see,that screen,Nobody,spot,that screen
2484,the results disclose that information,the results solicit that information,False,the results,disclose,that information,the results,solicit,that information
2485,jimi hendrix flip the guitar,jimi hendrix slam the guitar,False,jimi hendrix,flip,the guitar,jimi hendrix,slam,the guitar
2486,Mitchell remind him,Mitchell rob him,False,Mitchell,remind,him,Mitchell,rob,him
2487,The lady want to commit suicide,The lady be arrested for suicide,False,The lady,want to commit,suicide,The lady,be arrested for,suicide
2488,All of you be proud of yourselves,All of you forget yourselves,False,All of you,be proud of,yourselves,All of you,forget,yourselves
2489,Milk be available to children,Milk be for children,False,Milk,be available to,children,Milk,be for,children
2490,All of you be proud of yourselves,All of you be worried about yourselves,False,All of you,be proud of,yourselves,All of you,be worried about,yourselves
2491,the artery feed the fibroid,the artery be installed above the fibroid,False,the artery,feed,the fibroid,the artery,be installed above,the fibroid
2492,Monkey enter the cave,Monkey be placed in the cave,False,Monkey,enter,the cave,Monkey,be placed in,the cave
2493,None of them answer the case,None of them know the answer to the case,False,None of them,answer,the case,None of them,know the answer to,the case
2494,Jaime close his eyes,Jaime lower his eyes,False,Jaime,close,his eyes,Jaime,lower,his eyes
2495,Moses give to the people of Israel,Moses appear to the people of Israel,False,Moses,give to,the people of Israel,Moses,appear to,the people of Israel
2496,The results be prepared for publication,The results prepare student for publication,False,The results,be prepared for,publication,The results,prepare student for,publication
2497,parents be worried about their sons or daughters,parents be impressed by their sons or daughters,False,parents,be worried about,their sons or daughters,parents,be impressed by,their sons or daughters
2498,The surgeons cut my leg,The surgeons rip my leg,False,The surgeons,cut,my leg,The surgeons,rip,my leg
2499,your answer be expressed in two parts,your answer be displayed in two parts,False,your answer,be expressed in,two parts,your answer,be displayed in,two parts
2500,Tom love for taylor,Tom do the same for taylor,False,Tom,love for,taylor,Tom,do the same for,taylor
2501,the husband take out a box,the husband pay off a box,False,the husband,take out,a box,the husband,pay off,a box
2502,users be inside the library,users slip into the library,False,users,be inside,the library,users,slip into,the library
2503,Students get to know their communities,Students get along with their communities,False,Students,get to know,their communities,Students,get along with,their communities
2504,A male voice say from behind him,A male voice yell at him,False,A male voice,say from behind,him,A male voice,yell at,him
2505,secured loans be risky for lenders,secured loans be the best choice for lenders,False,secured loans,be risky for,lenders,secured loans,be the best choice for,lenders
2506,This site be dedicated to the SELLERS,This site be named after the SELLERS,False,This site,be dedicated to,the SELLERS,This site,be named after,the SELLERS
2507,The disciples perceive his glory,The disciples embed his glory,False,The disciples,perceive,his glory,The disciples,embed,his glory
2508,a girl enter the room,a girl need to enter the room,False,a girl,enter,the room,a girl,need to enter,the room
2509,president step from his post,president jump off his post,False,president,step from,his post,president,jump off,his post
2510,Most of my family relocate from New York,Most of my family move home to New York,False,Most of my family,relocate from,New York,Most of my family,move home to,New York
2511,the father bow his head,the father start shake his head,False,the father,bow,his head,the father,start shake,his head
2512,The two men discuss the incident,The two men negotiate the incident,False,The two men,discuss,the incident,The two men,negotiate,the incident
2513,him provide further information on Muhammad 's life,him offer an overview of Muhammad 's life,False,him,provide further information on,Muhammad 's life,him,offer an overview of,Muhammad 's life
2514,The guys tease their fans,The guys seem to like their fans,False,The guys,tease,their fans,The guys,seem to like,their fans
2515,Many of you know about the site,Many of you get more information about the site,False,Many of you,know about,the site,Many of you,get more information about,the site
2518,women stop take the pills,women continue take the pills,False,women,stop take,the pills,women,continue take,the pills
2519,The heavy cruiser proceed to Norfolk,The heavy cruiser be ordered to Norfolk,False,The heavy cruiser,proceed to,Norfolk,The heavy cruiser,be ordered to,Norfolk
2520,McCain congratulate the victor,McCain be board certified by the victor,False,McCain,congratulate,the victor,McCain,be board certified by,the victor
2521,Some children work as guides,Some children work full time as guides,False,Some children,work as,guides,Some children,work full time as,guides
2522,Michelle Obama step in for her husband,Michelle Obama head home with her husband,False,Michelle Obama,step in for,her husband,Michelle Obama,head home with,her husband
2523,various things have a special meaning to him,various things have no meaning to him,False,various things,have a special meaning to,him,various things,have no meaning to,him
2524,student be new to computers,student do a lot of computers,False,student,be new to,computers,student,do a lot of,computers
2525,The ietf be dedicated by the internet architecture board,The ietf be founded by the internet architecture board,False,The ietf,be dedicated by,the internet architecture board,The ietf,be founded by,the internet architecture board
2526,This book be published in the UK.,This book be published online in the UK.,False,This book,be published in,the UK.,This book,be published online in,the UK.
2527,Katie Holmes step out in Manhattan,Katie Holmes masturbate in Manhattan,False,Katie Holmes,step out in,Manhattan,Katie Holmes,masturbate in,Manhattan
2528,friends respect privacy,friends question privacy,False,friends,respect,privacy,friends,question,privacy
2529,Billy like to play golf,Billy suck at golf,False,Billy,like to play,golf,Billy,suck at,golf
2530,the Lord Jesus Christ die for the sins of the world,the Lord Jesus Christ be crucified for the sins of the world,False,the Lord Jesus Christ,die for,the sins of the world,the Lord Jesus Christ,be crucified for,the sins of the world
2531,Robert tend to neglect his family,Robert underestimate the importance of his family,False,Robert,tend to neglect,his family,Robert,underestimate the importance of,his family
2532,the judge influence the outcome,the judge interfere with the outcome,False,the judge,influence,the outcome,the judge,interfere with,the outcome
2533,Royalton set out to destroy Speed,Royalton begin to destroy Speed,False,Royalton,set out to destroy,Speed,Royalton,begin to destroy,Speed
2534,Their research be supported in part,Their research be inspired in part,False,Their research,be supported in,part,Their research,be inspired in,part
2535,Hopelessness be related to depression,Hopelessness be called depression,False,Hopelessness,be related to,depression,Hopelessness,be called,depression
2536,Eleanor be daughter of Edward,Eleanor be knighted by Edward,False,Eleanor,be daughter of,Edward,Eleanor,be knighted by,Edward
2537,Funeral services be held at First Baptist Church,Funeral services be saturday at First Baptist Church,False,Funeral services,be held at,First Baptist Church,Funeral services,be saturday at,First Baptist Church
2538,Blu-ray be the only game in town,Blu-ray be the only team in town,False,Blu-ray,be the only game in,town,Blu-ray,be the only team in,town
2539,Insurance companies have an army of investigators,Insurance companies need experienced investigators,False,Insurance companies,have an army of,investigators,Insurance companies,need experienced,investigators
2540,His lips brush her shoulder,His lips trail down her shoulder,False,His lips,brush,her shoulder,His lips,trail down,her shoulder
2541,customers choose to contact your organisation,customers send email to your organisation,False,customers,choose to contact,your organisation,customers,send email to,your organisation
2542,The rebels stand a chance,The rebels optimize a chance,False,The rebels,stand,a chance,The rebels,optimize,a chance
2543,This subject deserve a post,This subject demand a post,False,This subject,deserve,a post,This subject,demand,a post
2544,Complaints be raised in the past,Complaints be a native of the past,False,Complaints,be raised in,the past,Complaints,be a native of,the past
2545,a code indicate the state or territory,a code recover the state or territory,False,a code,indicate,the state or territory,a code,recover,the state or territory
2546,The results be prepared for publication,The results be exposed to publication,False,The results,be prepared for,publication,The results,be exposed to,publication
2547,Histamine be the best known of these chemicals,Histamine be the smallest of these chemicals,False,Histamine,be the best known of,these chemicals,Histamine,be the smallest of,these chemicals
2548,our company open for business,our company be closed for business,False,our company,open for,business,our company,be closed for,business
2549,the individuals browse the site,the individuals find link to the site,False,the individuals,browse,the site,the individuals,find link to,the site
2550,ladies leave the house without their gloves,ladies love wear their gloves,False,ladies,leave the house without,their gloves,ladies,love wear,their gloves
2552,the poem imply about human nature,the poem be true about human nature,False,the poem,imply about,human nature,the poem,be true about,human nature
2553,Additional sessions be organised at Brussels,Additional sessions be subject to change at Brussels,False,Additional sessions,be organised at,Brussels,Additional sessions,be subject to change at,Brussels
2554,just disappear with the wind,just get worse with the wind,False,just,disappear with,the wind,just,get worse with,the wind
2555,families and friends care for older people,families and friends raise older people,False,families and friends,care for,older people,families and friends,raise,older people
2556,grapefruit inhibit the enzyme,grapefruit neutralize the enzyme,False,grapefruit,inhibit,the enzyme,grapefruit,neutralize,the enzyme
2557,video be offered to the public,video be dedicated to the public,False,video,be offered to,the public,video,be dedicated to,the public
2558,Nicaragua conjure up image of civil war,Nicaragua be a paradise of civil war,False,Nicaragua,conjure up image of,civil war,Nicaragua,be a paradise of,civil war
2559,the families stay at The Ronald McDonald House,the families want to stay at The Ronald McDonald House,False,the families,stay at,The Ronald McDonald House,the families,want to stay at,The Ronald McDonald House
2560,women stop take the pills,women prescribe the pills,False,women,stop take,the pills,women,prescribe,the pills
2561,the social worker help rescue him,the social worker swear to protect him,False,the social worker,help rescue,him,the social worker,swear to protect,him
2562,the gentleman ask the question in Texas,the gentleman want to do this in Texas,False,the gentleman,ask the question in,Texas,the gentleman,want to do this in,Texas
2563,businesses mean focus on firms,businesses set the stage for firms,False,businesses,mean focus on,firms,businesses,set the stage for,firms
2564,Jews talk of Nazis,Jews argue for Nazis,False,Jews,talk of,Nazis,Jews,argue for,Nazis
2565,Tosca kill him,Tosca kill more than him,False,Tosca,kill,him,Tosca,kill more than,him
2566,Readers be grateful for your insight,Readers be humbled by your insight,False,Readers,be grateful for,your insight,Readers,be humbled by,your insight
2568,The train run on another mile,The train be installed on another mile,False,The train,run on,another mile,The train,be installed on,another mile
2569,the country enter into an oil crisis,the country continue in an oil crisis,False,the country,enter into,an oil crisis,the country,continue in,an oil crisis
2570,the Committee refer such action,the Committee restrict such action,False,the Committee,refer,such action,the Committee,restrict,such action
2571,India be behind China,India catch up with China,False,India,be behind,China,India,catch up with,China
2572,The entire program be a sequence of steps,The entire program return the number of steps,False,The entire program,be a sequence of,steps,The entire program,return the number of,steps
2573,Don read through our guide,Don print out our guide,False,Don,read through,our guide,Don,print out,our guide
2574,Nothing great be achieved without enthusiasm,Nothing great be achieved through enthusiasm,False,Nothing great,be achieved without,enthusiasm,Nothing great,be achieved through,enthusiasm
2575,Ive read about him,Ive be a big fan of him,False,Ive,read about,him,Ive,be a big fan of,him
2576,Customers appreciate the suggestion,Customers understand the suggestion,False,Customers,appreciate,the suggestion,Customers,understand,the suggestion
2578,This subject deserve a post,This subject be given a post,False,This subject,deserve,a post,This subject,be given,a post
2579,The search engine select all records,The search engine customize all records,False,The search engine,select,all records,The search engine,customize,all records
2580,this guy come across the front of the stage,this guy stumble upon the front of the stage,False,this guy,come across,the front of the stage,this guy,stumble upon,the front of the stage
2581,Google introduce Video search,Google pick Video search,False,Google,introduce,Video search,Google,pick,Video search
2582,This property be located off the A4,This property pass under the A4,False,This property,be located off,the A4,This property,pass under,the A4
2583,Many of you know about the site,Many of you take care of the site,False,Many of you,know about,the site,Many of you,take care of,the site
2584,The Gita mention the caste system,The Gita monitor the caste system,False,The Gita,mention,the caste system,The Gita,monitor,the caste system
2585,The experts share their experiences,The experts split their experiences,False,The experts,share,their experiences,The experts,split,their experiences
2586,parents interfere with visitation,parents have nothing to do with visitation,False,parents,interfere with,visitation,parents,have nothing to do with,visitation
2587,Her father sentence him,Her father acquit him,False,Her father,sentence,him,Her father,acquit,him
